name,online_order,book_table,rate,votes,location,rest_type,cuisines,2_people,type
Bengaluru Hut,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,South Indian,150.0,Delivery
Durga Mess,No,No,3.7535684020485616,0,New BEL Road,others,others,200.0,Delivery
Akshaya Spice,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Delivery
Patville,No,No,3.1,9,New BEL Road,Dessert Parlor,Desserts,300.0,Delivery
Yumkiin,No,No,3.7535684020485616,0,New BEL Road,Delivery,others,250.0,Delivery
Bake-A-Luru,No,No,3.7535684020485616,0,New BEL Road,others,"Bakery, Desserts",500.0,Delivery
Ootada Dabba,No,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",South Indian,200.0,Delivery
Belly Doze,No,No,3.6,31,New BEL Road,"Takeaway, Delivery",others,600.0,Delivery
Boys Home,No,No,3.7535684020485616,0,New BEL Road,Delivery,"North Indian, South Indian",100.0,Delivery
Crispy Clouds,No,No,3.7535684020485616,0,New BEL Road,Delivery,"Bakery, Desserts",300.0,Delivery
Tripti Hotel & Restaurant,No,No,3.6,18,New BEL Road,Quick Bites,others,200.0,Delivery
Mayuri,No,No,2.5,79,New BEL Road,Casual Dining,others,700.0,Delivery
Ministry of Burger,No,No,3.7535684020485616,0,New BEL Road,Delivery,Continental,500.0,Delivery
Food Feed Restaurant,No,No,3.7,29,New BEL Road,Casual Dining,others,750.0,Delivery
Kolkatta Famous Kati Rolls,No,No,3.7535684020485616,0,New BEL Road,"Takeaway, Delivery",others,150.0,Delivery
Frosted Memories,No,No,4.0,34,others,others,Bakery,200.0,Delivery
Sugarly Spiced,No,No,3.7535684020485616,0,others,Delivery,Cafe,600.0,Delivery
Royal Beans,No,No,3.8,16,others,Delivery,Desserts,400.0,Delivery
The Higher Taste,No,No,3.3,6,others,Quick Bites,"North Indian, Fast Food",350.0,Delivery
Bangalore Blooms,No,No,3.7535684020485616,0,others,others,Bakery,300.0,Delivery
Happy Khaana,No,No,3.7535684020485616,0,others,Delivery,North Indian,300.0,Delivery
Bonbonbite,No,No,3.5,10,others,others,"Bakery, Desserts",450.0,Delivery
Bengaluru Cafe,No,No,3.3,4,others,Quick Bites,South Indian,150.0,Delivery
Mr. Chef,Yes,No,3.2,119,New BEL Road,Casual Dining,"North Indian, Chinese, Biryani",500.0,Delivery
Om Meals & Paratha Junction,Yes,No,3.7535684020485616,0,New BEL Road,Quick Bites,North Indian,100.0,Delivery
Mabra Family Restaurant,Yes,No,3.1,33,others,Quick Bites,"North Indian, Chinese",450.0,Delivery
Kuttanadu Family Restaurant,Yes,No,3.6,17,others,Casual Dining,others,600.0,Delivery
Kadamba Gardenia,No,No,3.6,74,others,Casual Dining,others,400.0,Delivery
Atithi Satkar,No,No,3.7,91,others,Casual Dining,others,400.0,Delivery
Kolkata Refreshments,No,No,3.0,14,others,Quick Bites,others,200.0,Delivery
Samba Shake N Juice,No,No,3.5,11,others,Quick Bites,others,200.0,Delivery
Sea Salt,No,No,3.7,18,others,Quick Bites,others,600.0,Delivery
Hattke,No,No,3.5,27,others,Quick Bites,"North Indian, South Indian",350.0,Delivery
The Local Kitchen,No,No,3.7535684020485616,0,others,Delivery,"Chinese, North Indian",250.0,Delivery
Indian Bench,No,No,3.7535684020485616,0,others,Quick Bites,others,500.0,Delivery
Midnight Hunger Solutions 24/7,No,No,3.0,10,others,Delivery,others,500.0,Delivery
Al Kabab Corner,No,No,3.7535684020485616,0,others,Quick Bites,"Chinese, North Indian",350.0,Delivery
Ruchi Curry Point,No,No,3.7535684020485616,0,others,Quick Bites,"Biryani, North Indian",400.0,Delivery
Sherin Ice Palace,No,No,3.7535684020485616,0,others,Dessert Parlor,"Ice Cream, Desserts",250.0,Delivery
Star Food County,Yes,No,3.4,11,others,others,Fast Food,300.0,Delivery
Desi Spicey,No,No,3.7535684020485616,0,others,Delivery,"North Indian, Chinese",300.0,Delivery
Dil Face Food,No,No,3.7535684020485616,0,others,Quick Bites,Fast Food,150.0,Delivery
Sketches,No,No,3.5,14,others,Quick Bites,others,350.0,Delivery
New Ambur Hot Dum Biryani,No,No,3.7535684020485616,0,others,Quick Bites,others,400.0,Delivery
Casrod Naaz,No,No,3.7535684020485616,0,others,Casual Dining,others,450.0,Delivery
Cafe Mojo,No,No,3.7535684020485616,0,others,Quick Bites,Fast Food,400.0,Delivery
Cherry Chinese Fast Food & Kolkata Kati Rolls,No,No,3.7535684020485616,0,others,Quick Bites,others,400.0,Delivery
Sastry And Sastry Pure Veg Food,Yes,No,3.7535684020485616,0,others,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery
Lasagna,No,No,3.7535684020485616,0,others,Quick Bites,others,300.0,Delivery
Nala Bheema Hotel,No,No,3.7535684020485616,0,others,Quick Bites,South Indian,150.0,Delivery
Terminus Tiffin Meal Service,No,No,3.7535684020485616,0,others,Delivery,North Indian,200.0,Delivery
Abzain Paradise,No,No,2.9,42,others,Quick Bites,North Indian,300.0,Delivery
Kusum Rolls,Yes,No,3.6,76,New BEL Road,Quick Bites,Street Food,300.0,Delivery
Hyderabad Biryaani Palace,Yes,No,3.0,66,others,Quick Bites,"North Indian, Chinese, Biryani",600.0,Delivery
Kalkata Kati Roll,No,No,3.3,7,others,Quick Bites,others,150.0,Delivery
Kolkata Famous Kati Rolls,No,No,3.7535684020485616,0,others,Quick Bites,others,150.0,Delivery
Amrita Nadia Sweets,Yes,No,3.2,4,others,others,others,400.0,Delivery
BOX8- Desi Meals,Yes,No,4.4,44,New BEL Road,"Takeaway, Delivery",others,500.0,Delivery
Mojo Pizza - 2X Toppings,Yes,No,4.2,50,New BEL Road,"Takeaway, Delivery",Pizza,600.0,Delivery
Truffles,No,No,4.7,3912,New BEL Road,others,others,900.0,Desserts
Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,others,700.0,Desserts
Corner House Ice Cream,No,No,4.5,703,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",400.0,Desserts
Cream Stone,Yes,No,4.1,250,New BEL Road,Dessert Parlor,others,500.0,Desserts
Polar Bear,Yes,No,4.1,322,New BEL Road,Dessert Parlor,others,400.0,Desserts
The Waffle Yard,No,No,4.2,149,New BEL Road,others,others,300.0,Desserts
Frozen Bottle,Yes,No,3.8,56,New BEL Road,others,others,400.0,Desserts
Natural Ice Cream,No,No,4.3,273,New BEL Road,Dessert Parlor,others,200.0,Desserts
7th Heaven,No,No,3.6,17,New BEL Road,others,"Bakery, Desserts",300.0,Desserts
Prateeksha Natural Ice Cream,Yes,No,3.2,70,New BEL Road,Dessert Parlor,Ice Cream,250.0,Desserts
Amma's Pastries,No,No,3.9,54,New BEL Road,Dessert Parlor,"Bakery, Desserts",400.0,Desserts
Kanti Sweets,Yes,No,4.0,132,New BEL Road,Quick Bites,"Mithai, Street Food",400.0,Desserts
Messy Eats,No,No,3.9,133,New BEL Road,others,"Bakery, Desserts",500.0,Desserts
Churn,Yes,No,4.2,58,New BEL Road,Quick Bites,"Desserts, Ice Cream",250.0,Desserts
Just Bake,Yes,No,2.6,84,New BEL Road,others,Bakery,400.0,Desserts
1 Fahreheit,No,No,3.7535684020485616,0,New BEL Road,Dessert Parlor,"Desserts, Ice Cream",200.0,Desserts
The Belgian Waffle Co.,Yes,No,3.7,31,New BEL Road,Dessert Parlor,"Desserts, Beverages",350.0,Desserts
KC Das - Sweet House,No,No,3.0,32,New BEL Road,others,"Mithai, Street Food",200.0,Desserts
Ibaco,Yes,No,3.9,81,New BEL Road,Dessert Parlor,Desserts,300.0,Desserts
Keventers,Yes,No,3.9,130,New BEL Road,others,others,400.0,Desserts
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3.3,6,New BEL Road,others,others,400.0,Desserts
Patville,No,No,3.1,9,New BEL Road,Dessert Parlor,Desserts,300.0,Desserts
Sweet Chariot,No,No,2.7,19,New BEL Road,others,"Bakery, Fast Food",500.0,Desserts
Lassi Shop,No,No,3.6,16,New BEL Road,others,others,200.0,Desserts
Bake-A-Luru,No,No,3.7535684020485616,0,New BEL Road,others,"Bakery, Desserts",500.0,Desserts
Nandhana Mithai,No,No,3.7535684020485616,0,New BEL Road,others,others,500.0,Desserts
Absolute Waffles,Yes,No,3.9,49,New BEL Road,Dessert Parlor,others,200.0,Desserts
Baskin Robbins,Yes,No,3.6,34,New BEL Road,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts
Hangyo,No,No,3.7535684020485616,0,New BEL Road,Dessert Parlor,Ice Cream,200.0,Desserts
Sunmart Ice Cream Parlour,No,No,3.7535684020485616,0,New BEL Road,Dessert Parlor,Ice Cream,100.0,Desserts
Crispy Clouds,No,No,3.7535684020485616,0,New BEL Road,Delivery,"Bakery, Desserts",300.0,Desserts
Chef Baker's,Yes,No,3.7535684020485616,0,New BEL Road,others,Bakery,450.0,Desserts
Stoned Monkey,Yes,No,4.0,255,New BEL Road,Dessert Parlor,"Desserts, Ice Cream",500.0,Desserts
Frosted Memories,No,No,4.0,34,others,others,Bakery,200.0,Desserts
Sri Krishna Bhavan Sweets,No,No,3.9,56,others,others,"Mithai, Street Food",350.0,Desserts
Kuttanadu Family Restaurant,Yes,No,3.6,17,others,Casual Dining,others,600.0,Desserts
Bengal Sweets,No,No,3.9,40,others,others,"Mithai, Street Food",300.0,Desserts
Amrita Nadia Sweets,Yes,No,3.2,4,others,others,others,400.0,Desserts
Royal Beans,No,No,3.8,16,others,Delivery,Desserts,400.0,Desserts
Sherin Ice Palace,No,No,3.7535684020485616,0,others,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts
Bangalore Blooms,No,No,3.7535684020485616,0,others,others,Bakery,300.0,Desserts
L J Iyengar Bakery,No,No,3.7535684020485616,0,others,others,"Bakery, Desserts",500.0,Desserts
Bonbonbite,No,No,3.5,10,others,others,"Bakery, Desserts",450.0,Desserts
1522 - The Pub,No,No,4.3,969,New BEL Road,others,others,1400.0,Dine-out
Truffles,No,No,4.7,3916,New BEL Road,others,others,900.0,Dine-out
Gilly's Restobar,No,Yes,4.5,2732,New BEL Road,others,others,1200.0,Dine-out
Chapter One Bar | Maiin,No,Yes,4.2,997,New BEL Road,others,others,1400.0,Dine-out
Hammered,Yes,Yes,4.5,2935,New BEL Road,others,others,1200.0,Dine-out
Auntie Fung's,Yes,No,4.2,578,New BEL Road,Casual Dining,others,600.0,Dine-out
The Light House Restaurant,Yes,No,4.2,53,New BEL Road,Casual Dining,others,500.0,Dine-out
Chin Lung Resto-Bar,No,No,4.0,307,New BEL Road,others,"North Indian, Chinese, Fast Food",1000.0,Dine-out
Nandhana Palace,No,No,4.2,1282,New BEL Road,Casual Dining,others,800.0,Dine-out
Kaifu,Yes,No,4.2,420,New BEL Road,Casual Dining,others,700.0,Dine-out
Paradise,Yes,No,4.0,1586,New BEL Road,Casual Dining,others,800.0,Dine-out
Sangria Wine Lounge,No,No,4.0,421,New BEL Road,Casual Dining,others,1000.0,Dine-out
Grubbery,Yes,No,4.1,638,New BEL Road,Cafe,others,700.0,Dine-out
Have More,No,Yes,3.9,510,New BEL Road,Casual Dining,North Indian,700.0,Dine-out
Smally's Resto Cafe,Yes,No,4.2,1443,New BEL Road,Cafe,others,650.0,Dine-out
Hunan,No,Yes,4.0,820,New BEL Road,Casual Dining,others,1100.0,Dine-out
Casino Hotel,Yes,No,3.9,345,New BEL Road,Casual Dining,"North Indian, Chinese",500.0,Dine-out
Akshaya Deluxe,Yes,No,4.0,337,New BEL Road,Casual Dining,others,500.0,Dine-out
Snow Lion Tibet Kitchen,No,No,3.9,263,New BEL Road,Quick Bites,others,400.0,Dine-out
Burp,Yes,Yes,4.0,608,New BEL Road,Cafe,others,800.0,Dine-out
Cafe Mandala,Yes,No,3.9,48,New BEL Road,Cafe,others,600.0,Dine-out
Tawa Tandoor,Yes,Yes,3.9,117,New BEL Road,Casual Dining,"North Indian, Chinese",700.0,Dine-out
Sagar Samrat,Yes,No,3.7,120,New BEL Road,Casual Dining,"North Indian, Chinese, South Indian",400.0,Dine-out
Onesta,Yes,Yes,4.4,4897,New BEL Road,others,others,600.0,Dine-out
Prashant Naati Corner,No,No,4.0,95,New BEL Road,Quick Bites,"South Indian, Biryani",400.0,Dine-out
Plated,Yes,Yes,4.1,555,New BEL Road,Cafe,"Cafe, Continental",800.0,Dine-out
Smoke - The Sizzler House,Yes,Yes,4.2,680,New BEL Road,Casual Dining,others,800.0,Dine-out
Mughlai Azam,Yes,Yes,4.0,117,New BEL Road,Casual Dining,others,1400.0,Dine-out
Thalassery Restaurant,Yes,No,3.8,465,New BEL Road,Casual Dining,others,600.0,Dine-out
Pizza Hut,Yes,No,3.6,436,New BEL Road,Casual Dining,"Pizza, Fast Food",750.0,Dine-out
Nandhini Deluxe,No,Yes,3.7,511,New BEL Road,Casual Dining,North Indian,600.0,Dine-out
Vinny's,Yes,No,4.1,1107,New BEL Road,Casual Dining,others,700.0,Dine-out
Chung Wah,Yes,No,4.0,539,New BEL Road,Casual Dining,others,650.0,Dine-out
Black Jack,No,No,3.7,318,New BEL Road,others,"North Indian, Chinese",1400.0,Dine-out
Lincoln Bistro,Yes,No,4.3,251,New BEL Road,Casual Dining,others,800.0,Dine-out
Peppermill Bistro,Yes,Yes,4.0,868,New BEL Road,others,others,1000.0,Dine-out
Prana,Yes,No,4.0,239,New BEL Road,Cafe,others,500.0,Dine-out
B1,Yes,Yes,3.9,123,New BEL Road,others,others,1100.0,Dine-out
Kargeens,Yes,No,3.9,365,New BEL Road,Cafe,others,900.0,Dine-out
Freskka,Yes,No,4.0,702,New BEL Road,Casual Dining,others,700.0,Dine-out
KA 12 - Flavour Of Coorg,Yes,No,4.0,105,New BEL Road,Quick Bites,South Indian,300.0,Dine-out
Jashn Hyderabadi Bawarchi,Yes,No,2.9,140,New BEL Road,Casual Dining,others,650.0,Dine-out
New Prashanth Hotel,Yes,No,3.1,40,New BEL Road,Casual Dining,others,750.0,Dine-out
Ember The Calabash,Yes,No,4.1,670,New BEL Road,Cafe,others,800.0,Dine-out
THE BEL ST.,No,No,3.9,523,New BEL Road,others,others,1100.0,Dine-out
The Egg Factory,Yes,No,4.0,380,New BEL Road,Casual Dining,others,750.0,Dine-out
My Place - Gokulam Grand Hotel & Spa,No,Yes,4.2,426,New BEL Road,others,others,1800.0,Dine-out
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,No,No,3.7,37,New BEL Road,others,Continental,2000.0,Dine-out
Beijing Bites,No,No,3.6,314,New BEL Road,Casual Dining,"Chinese, Thai",850.0,Dine-out
Rigan Hyderabadi Bawarchi,Yes,No,3.6,133,New BEL Road,Casual Dining,"Biryani, North Indian, Chinese",700.0,Dine-out
Hotel Taj Delight,Yes,No,3.3,19,New BEL Road,Casual Dining,others,600.0,Dine-out
Lan Thai,No,No,4.0,66,New BEL Road,Casual Dining,others,800.0,Dine-out
Shivaji Kshatriya Restaurant,No,No,3.7535684020485616,0,New BEL Road,Casual Dining,"South Indian, North Indian",500.0,Dine-out
Satrangi,Yes,No,3.7,214,New BEL Road,Casual Dining,"North Indian, South Indian",900.0,Dine-out
Hotel Panchami Grand,No,No,3.5,15,New BEL Road,Casual Dining,others,550.0,Dine-out
Puff Cafe,Yes,No,3.7,126,New BEL Road,Cafe,others,700.0,Dine-out
Chicken County,Yes,No,3.2,192,New BEL Road,Quick Bites,"Chinese, North Indian",400.0,Dine-out
Subhash Mess,No,No,3.7,23,New BEL Road,others,North Indian,200.0,Dine-out
Q3 Food Corner,No,No,3.7535684020485616,0,New BEL Road,Casual Dining,"South Indian, North Indian",500.0,Dine-out
Cafe Coffee Day,Yes,No,3.2,58,New BEL Road,Cafe,"Cafe, Fast Food",900.0,Dine-out
Namakh Store And Cafe,Yes,No,3.7,18,New BEL Road,Cafe,others,400.0,Dine-out
Mr. Chef,Yes,No,3.2,119,New BEL Road,Casual Dining,"North Indian, Chinese, Biryani",500.0,Dine-out
Sholay - The Barbeque,Yes,Yes,3.5,45,New BEL Road,Casual Dining,others,1200.0,Dine-out
Rayalaseema Ruchulu,Yes,No,3.2,112,New BEL Road,Casual Dining,others,700.0,Dine-out
Nomadic Tandoor,Yes,No,3.7,168,New BEL Road,Cafe,others,700.0,Dine-out
Kanti Sweets,Yes,No,3.5,14,others,others,"Mithai, Street Food",400.0,Dine-out
Santo's,Yes,No,3.7,69,New BEL Road,Casual Dining,"North Indian, Fast Food",650.0,Dine-out
Cafe Rossini,Yes,No,3.9,431,New BEL Road,Casual Dining,others,700.0,Dine-out
The Hundred Food Journey,Yes,Yes,3.8,46,New BEL Road,Casual Dining,others,1100.0,Dine-out
Shivas Family Restaurant,No,No,3.4,8,New BEL Road,Casual Dining,"North Indian, Chinese",550.0,Dine-out
NalaMaharaja,No,No,3.3,7,New BEL Road,Casual Dining,North Indian,500.0,Dine-out
Sindhu Family Restaurant,No,No,3.2,4,New BEL Road,Casual Dining,others,600.0,Dine-out
Ambarsaria,No,No,2.7,57,New BEL Road,Casual Dining,North Indian,800.0,Dine-out
Chaiywaala Da Dhaba,Yes,No,3.7,67,New BEL Road,Cafe,others,250.0,Dine-out
AQNI,Yes,No,3.6,89,New BEL Road,Casual Dining,others,650.0,Dine-out
Cafe Poetry,Yes,No,3.7,55,New BEL Road,Cafe,others,400.0,Dine-out
The Banana Kick,Yes,No,3.3,9,New BEL Road,Cafe,others,600.0,Dine-out
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3.3,6,New BEL Road,others,others,400.0,Dine-out
Durga Mess,No,No,3.6,33,New BEL Road,others,North Indian,150.0,Dine-out
D'7 Feast Resto Cafe,No,No,4.1,147,New BEL Road,Casual Dining,others,600.0,Dine-out
Orissa Dining Mess,No,No,3.7535684020485616,0,New BEL Road,others,others,300.0,Dine-out
Andhra Mess,No,No,3.7535684020485616,0,New BEL Road,others,South Indian,300.0,Dine-out
New Swathi Family Restaurant,No,No,3.7535684020485616,0,New BEL Road,Casual Dining,others,500.0,Dine-out
Hatti Kaapi,Yes,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,3.0,50,New BEL Road,Casual Dining,others,400.0,Dine-out
H3O,No,No,3.2,9,New BEL Road,Casual Dining,"North Indian, Chinese",1000.0,Dine-out
Brewbakes,No,No,3.3,7,New BEL Road,Cafe,others,450.0,Dine-out
Chill Magic,No,No,3.7535684020485616,0,New BEL Road,others,others,200.0,Dine-out
Loca - The World Of Kitchen,No,No,3.7535684020485616,0,New BEL Road,others,South Indian,200.0,Dine-out
Tasty Castle,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Dine-out
Cafe Centralis,Yes,No,2.8,114,New BEL Road,Cafe,Cafe,600.0,Dine-out
Mayuri,No,No,2.5,79,New BEL Road,Casual Dining,others,700.0,Dine-out
Food Feed Restaurant,No,No,3.7,29,New BEL Road,Casual Dining,others,750.0,Dine-out
Cafe Gazala,No,No,3.7535684020485616,0,New BEL Road,Cafe,Cafe,150.0,Dine-out
RS Shiv Sagar Express,Yes,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Dine-out
Delhi Mess,Yes,No,4.1,500,New BEL Road,Quick Bites,"North Indian, Chinese",300.0,Dine-out
Deccan House,Yes,No,4.0,409,New BEL Road,Quick Bites,others,350.0,Dine-out
Leon Grill,Yes,No,4.0,336,New BEL Road,Quick Bites,others,500.0,Dine-out
Domino's Pizza,Yes,No,3.9,487,New BEL Road,Quick Bites,"Pizza, Fast Food",400.0,Dine-out
Lazeez Biryani,Yes,No,4.0,50,New BEL Road,Quick Bites,others,400.0,Dine-out
Polar Bear,Yes,No,4.1,322,New BEL Road,Dessert Parlor,others,400.0,Dine-out
Subway,No,No,3.7,167,New BEL Road,Quick Bites,others,500.0,Dine-out
The Waffle Yard,No,No,4.2,149,New BEL Road,others,others,300.0,Dine-out
Burger King,Yes,No,4.0,559,New BEL Road,Quick Bites,others,600.0,Dine-out
McDonald's,Yes,No,3.9,281,New BEL Road,Quick Bites,"Burger, Fast Food",500.0,Dine-out
New Oottupura Restaurant,Yes,No,3.5,226,New BEL Road,Quick Bites,Kerala,300.0,Dine-out
Roy Hotel & Restaurant,Yes,No,4.0,124,New BEL Road,Quick Bites,others,300.0,Dine-out
Donne Biriyani Angadi Mane,Yes,No,3.8,161,New BEL Road,Quick Bites,others,250.0,Dine-out
Flavours Inn,Yes,No,3.7,59,New BEL Road,Quick Bites,others,500.0,Dine-out
Shahi Darbar Roll Centre,No,No,3.9,50,New BEL Road,Quick Bites,others,400.0,Dine-out
The Street Kitchen,Yes,No,3.7,16,New BEL Road,Quick Bites,others,300.0,Dine-out
Eggstacy,Yes,No,4.0,233,New BEL Road,Quick Bites,others,500.0,Dine-out
Cheesy Bites,Yes,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Dine-out
Shri Udupi Cafe,Yes,No,3.9,31,New BEL Road,Quick Bites,others,300.0,Dine-out
Panchami Garden,No,No,3.3,4,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out
Pot Biryani,Yes,No,3.8,154,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",450.0,Dine-out
G8 Punjabi Tadka,No,No,3.7,15,New BEL Road,Quick Bites,North Indian,200.0,Dine-out
Oottupura,Yes,No,2.6,166,New BEL Road,Quick Bites,others,350.0,Dine-out
The Krishna Grand,No,No,3.8,23,New BEL Road,Quick Bites,"North Indian, South Indian",400.0,Dine-out
Gowdru Mane,No,No,3.6,26,New BEL Road,Quick Bites,others,300.0,Dine-out
Kitty's Cafe,Yes,No,3.6,43,New BEL Road,Quick Bites,Fast Food,300.0,Dine-out
Salaam Sigri Rolls & Kebabs,Yes,No,3.8,162,New BEL Road,Quick Bites,others,300.0,Dine-out
Just Bake,Yes,No,2.6,84,New BEL Road,others,Bakery,400.0,Dine-out
Toast And Salad,Yes,No,3.5,25,New BEL Road,Quick Bites,others,300.0,Dine-out
Flavors of North,Yes,No,3.3,240,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",400.0,Dine-out
KL-58 Thalassery Cafe,No,No,3.5,14,New BEL Road,Quick Bites,Kerala,200.0,Dine-out
Bhukkad,Yes,No,3.3,6,New BEL Road,Quick Bites,"North Indian, Mughlai",300.0,Dine-out
Andhra Spice Mess,Yes,No,3.4,9,New BEL Road,Quick Bites,others,250.0,Dine-out
Sunaina Sapice,Yes,No,3.3,7,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",200.0,Dine-out
Rolls Kitchen,No,No,3.5,18,New BEL Road,Quick Bites,others,250.0,Dine-out
Banashankari Restaurant,Yes,No,3.6,24,New BEL Road,Quick Bites,South Indian,400.0,Dine-out
KFC,Yes,No,3.9,581,New BEL Road,Quick Bites,"Burger, Fast Food",400.0,Dine-out
Cinnamon - Grills and Gourmet,No,No,3.6,10,New BEL Road,Quick Bites,others,400.0,Dine-out
Lazeez Fast Food,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,300.0,Dine-out
Taste Buds,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,others,200.0,Dine-out
Chaat Street,Yes,No,4.1,675,New BEL Road,Quick Bites,others,250.0,Dine-out
Eat & Drink,Yes,No,3.5,15,New BEL Road,others,others,300.0,Dine-out
Khan Saheb Grills and Rolls,Yes,No,3.7,114,New BEL Road,Quick Bites,Fast Food,400.0,Dine-out
Goli Vada Pav No. 1,Yes,No,3.7,38,New BEL Road,Quick Bites,Street Food,200.0,Dine-out
Kusum Rolls,No,No,3.5,21,New BEL Road,Quick Bites,Street Food,300.0,Dine-out
Mumbai Xpress,Yes,No,3.7,418,New BEL Road,Quick Bites,others,400.0,Dine-out
Deepak Paratha Plaza,No,No,3.5,18,New BEL Road,Quick Bites,others,200.0,Dine-out
The Snnackos,No,No,3.7535684020485616,0,New BEL Road,Quick Bites,"North Indian, Fast Food",250.0,Dine-out
Aditya Delights,No,No,3.7,59,New BEL Road,Quick Bites,others,300.0,Dine-out
Jeet Punjabi Tadka,No,No,3.5,17,New BEL Road,Quick Bites,"North Indian, South Indian",500.0,Dine-out
Little Bites,No,No,3.8,184,New BEL Road,Quick Bites,Fast Food,400.0,Dine-out
